Gender,Quintile,Residence,Total_Quintile,Total_Gender,Total_Residence,Countries_and_areas
Female,Richest_Wealth_quintile,Rural_Residence,1,2,3,Ukraine
Male,Poorest_Wealth_quintile,Urban_Residence,32,18,7,United Republic of Tanzania
Male,Poorest_Wealth_quintile,Rural_Residence,32,18,19,United Republic of Tanzania
Female,Poorest_Wealth_quintile,Urban_Residence,32,14,7,United Republic of Tanzania
Female,Poorest_Wealth_quintile,Rural_Residence,32,14,19,United Republic of Tanzania
Male,Second_Wealth_quintile,Urban_Residence,21,18,7,United Republic of Tanzania
Male,Second_Wealth_quintile,Rural_Residence,21,18,19,United Republic of Tanzania
Female,Second_Wealth_quintile,Urban_Residence,21,14,7,United Republic of Tanzania
Female,Second_Wealth_quintile,Rural_Residence,21,14,19,United Republic of Tanzania
Male,Middle_Wealth_quintile,Urban_Residence,12,18,7,United Republic of Tanzania
Male,Middle_Wealth_quintile,Rural_Residence,12,18,19,United Republic of Tanzania
Female,Middle_Wealth_quintile,Urban_Residence,12,14,7,United Republic of Tanzania
Female,Middle_Wealth_quintile,Rural_Residence,12,14,19,United Republic of Tanzania
Male,Fourth_Wealth_quintile,Urban_Residence,7,18,7,United Republic of Tanzania
Male,Fourth_Wealth_quintile,Rural_Residence,7,18,19,United Republic of Tanzania
Female,Fourth_Wealth_quintile,Urban_Residence,7,14,7,United Republic of Tanzania
Female,Fourth_Wealth_quintile,Rural_Residence,7,14,19,United Republic of Tanzania
Male,Richest_Wealth_quintile,Urban_Residence,4,18,7,United Republic of Tanzania
Male,Richest_Wealth_quintile,Rural_Residence,4,18,19,United Republic of Tanzania
Female,Richest_Wealth_quintile,Urban_Residence,4,14,7,United Republic of Tanzania
Female,Richest_Wealth_quintile,Rural_Residence,4,14,19,United Republic of Tanzania
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Uruguay
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,0,Uruguay
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Uruguay
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,0,Uruguay
Male,Second_Wealth_quintile,Urban_Residence,0,1,1,Uruguay
Male,Second_Wealth_quintile,Rural_Residence,0,1,0,Uruguay
Female,Second_Wealth_quintile,Urban_Residence,0,1,1,Uruguay
Female,Second_Wealth_quintile,Rural_Residence,0,1,0,Uruguay
Male,Middle_Wealth_quintile,Urban_Residence,0,1,1,Uruguay
Male,Middle_Wealth_quintile,Rural_Residence,0,1,0,Uruguay
Female,Middle_Wealth_quintile,Urban_Residence,0,1,1,Uruguay
Female,Middle_Wealth_quintile,Rural_Residence,0,1,0,Uruguay
Male,Fourth_Wealth_quintile,Urban_Residence,3,1,1,Uruguay
Male,Fourth_Wealth_quintile,Rural_Residence,3,1,0,Uruguay
Female,Fourth_Wealth_quintile,Urban_Residence,3,1,1,Uruguay
Female,Fourth_Wealth_quintile,Rural_Residence,3,1,0,Uruguay
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,Uruguay
Male,Richest_Wealth_quintile,Rural_Residence,1,1,0,Uruguay
Female,Richest_Wealth_quintile,Urban_Residence,1,1,1,Uruguay
Female,Richest_Wealth_quintile,Rural_Residence,1,1,0,Uruguay
Male,Poorest_Wealth_quintile,Urban_Residence,5,1,1,Viet Nam
Male,Poorest_Wealth_quintile,Rural_Residence,5,1,2,Viet Nam
Female,Poorest_Wealth_quintile,Urban_Residence,5,2,1,Viet Nam
Female,Poorest_Wealth_quintile,Rural_Residence,5,2,2,Viet Nam
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,Viet Nam
Male,Second_Wealth_quintile,Rural_Residence,1,1,2,Viet Nam
Female,Second_Wealth_quintile,Urban_Residence,1,2,1,Viet Nam
Female,Second_Wealth_quintile,Rural_Residence,1,2,2,Viet Nam
Male,Middle_Wealth_quintile,Urban_Residence,0,1,1,Viet Nam
Male,Middle_Wealth_quintile,Rural_Residence,0,1,2,Viet Nam
Female,Middle_Wealth_quintile,Urban_Residence,0,2,1,Viet Nam
Female,Middle_Wealth_quintile,Rural_Residence,0,2,2,Viet Nam
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Viet Nam
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,2,Viet Nam
Female,Fourth_Wealth_quintile,Urban_Residence,1,2,1,Viet Nam
Female,Fourth_Wealth_quintile,Rural_Residence,1,2,2,Viet Nam
Male,Richest_Wealth_quintile,Urban_Residence,1,1,1,Viet Nam
Male,Richest_Wealth_quintile,Rural_Residence,1,1,2,Viet Nam
Female,Richest_Wealth_quintile,Urban_Residence,1,2,1,Viet Nam
Female,Richest_Wealth_quintile,Rural_Residence,1,2,2,Viet Nam
Male,Poorest_Wealth_quintile,Urban_Residence,44,19,14,Yemen
Male,Poorest_Wealth_quintile,Rural_Residence,44,19,27,Yemen
Female,Poorest_Wealth_quintile,Urban_Residence,44,27,14,Yemen
Female,Poorest_Wealth_quintile,Rural_Residence,44,27,27,Yemen
Male,Second_Wealth_quintile,Urban_Residence,24,19,14,Yemen
Male,Second_Wealth_quintile,Rural_Residence,24,19,27,Yemen
Female,Second_Wealth_quintile,Urban_Residence,24,27,14,Yemen
Female,Second_Wealth_quintile,Rural_Residence,24,27,27,Yemen
Male,Middle_Wealth_quintile,Urban_Residence,18,19,14,Yemen
Male,Middle_Wealth_quintile,Rural_Residence,18,19,27,Yemen
Female,Middle_Wealth_quintile,Urban_Residence,18,27,14,Yemen
Female,Middle_Wealth_quintile,Rural_Residence,18,27,27,Yemen
Male,Fourth_Wealth_quintile,Urban_Residence,16,19,14,Yemen
Male,Fourth_Wealth_quintile,Rural_Residence,16,19,27,Yemen
Female,Fourth_Wealth_quintile,Urban_Residence,16,27,14,Yemen
Female,Fourth_Wealth_quintile,Rural_Residence,16,27,27,Yemen
Male,Richest_Wealth_quintile,Urban_Residence,9,19,14,Yemen
Male,Richest_Wealth_quintile,Rural_Residence,9,19,27,Yemen
Female,Richest_Wealth_quintile,Urban_Residence,9,27,14,Yemen
Female,Richest_Wealth_quintile,Rural_Residence,9,27,27,Yemen
Male,Poorest_Wealth_quintile,Urban_Residence,28,18,9,Zambia
Male,Poorest_Wealth_quintile,Rural_Residence,28,18,19,Zambia
Female,Poorest_Wealth_quintile,Urban_Residence,28,13,9,Zambia
Female,Poorest_Wealth_quintile,Rural_Residence,28,13,19,Zambia
Male,Second_Wealth_quintile,Urban_Residence,20,18,9,Zambia
Male,Second_Wealth_quintile,Rural_Residence,20,18,19,Zambia
Female,Second_Wealth_quintile,Urban_Residence,20,13,9,Zambia
Female,Second_Wealth_quintile,Rural_Residence,20,13,19,Zambia
Male,Middle_Wealth_quintile,Urban_Residence,15,18,9,Zambia
Male,Middle_Wealth_quintile,Rural_Residence,15,18,19,Zambia
Female,Middle_Wealth_quintile,Urban_Residence,15,13,9,Zambia
Female,Middle_Wealth_quintile,Rural_Residence,15,13,19,Zambia
Male,Fourth_Wealth_quintile,Urban_Residence,10,18,9,Zambia
Male,Fourth_Wealth_quintile,Rural_Residence,10,18,19,Zambia
Female,Fourth_Wealth_quintile,Urban_Residence,10,13,9,Zambia
Female,Fourth_Wealth_quintile,Rural_Residence,10,13,19,Zambia
Male,Richest_Wealth_quintile,Urban_Residence,3,18,9,Zambia
Male,Richest_Wealth_quintile,Rural_Residence,3,18,19,Zambia
Female,Richest_Wealth_quintile,Urban_Residence,3,13,9,Zambia
Female,Richest_Wealth_quintile,Rural_Residence,3,13,19,Zambia
Male,Poorest_Wealth_quintile,Urban_Residence,8,5,4,Zimbabwe
Male,Poorest_Wealth_quintile,Rural_Residence,8,5,5,Zimbabwe
Female,Poorest_Wealth_quintile,Urban_Residence,8,4,4,Zimbabwe
Female,Poorest_Wealth_quintile,Rural_Residence,8,4,5,Zimbabwe
Male,Second_Wealth_quintile,Urban_Residence,4,5,4,Zimbabwe
Male,Second_Wealth_quintile,Rural_Residence,4,5,5,Zimbabwe
Female,Second_Wealth_quintile,Urban_Residence,4,4,4,Zimbabwe
Female,Second_Wealth_quintile,Rural_Residence,4,4,5,Zimbabwe
Male,Middle_Wealth_quintile,Urban_Residence,4,5,4,Zimbabwe
Male,Middle_Wealth_quintile,Rural_Residence,4,5,5,Zimbabwe
Female,Middle_Wealth_quintile,Urban_Residence,4,4,4,Zimbabwe
Female,Middle_Wealth_quintile,Rural_Residence,4,4,5,Zimbabwe
Male,Fourth_Wealth_quintile,Urban_Residence,4,5,4,Zimbabwe
Male,Fourth_Wealth_quintile,Rural_Residence,4,5,5,Zimbabwe
Female,Fourth_Wealth_quintile,Urban_Residence,4,4,4,Zimbabwe
Female,Fourth_Wealth_quintile,Rural_Residence,4,4,5,Zimbabwe
Male,Richest_Wealth_quintile,Urban_Residence,2,5,4,Zimbabwe
Male,Richest_Wealth_quintile,Rural_Residence,2,5,5,Zimbabwe
Female,Richest_Wealth_quintile,Urban_Residence,2,4,4,Zimbabwe
Female,Richest_Wealth_quintile,Rural_Residence,2,4,5,Zimbabwe
